a_acc,a_don,b_rotN,density,logP(o/w),logS,rings,Weight,Activity_value
3,2,4,0.928195,0.071000002,-1.178,1,201.246,0.64565003
5,3,16,0.78826928,3.438,-5.0876999,2,444.57199,0.64999998
3,2,3,0.90269798,0.889,-1.44587,1,200.258,0.64999998
8,7,14,0.84206825,3.164,-5.0553699,3,526.526,0.65600002
7,7,10,0.87630242,1.337,-3.14483,2,406.375,0.66000003
8,8,11,0.88833475,0.764,-2.9422901,2,436.401,0.66500002
3,3,9,0.79195869,5.3270001,-6.83253,3,405.51801,0.68800002
4,3,11,0.839333,3.7190001,-6.24898,3,486.65698,0.69599998
7,6,7,0.88859165,-0.26899999,-0.61465001,2,313.354,0.69999999
5,4,9,0.84382373,0.405,-1.9559,1,299.371,0.69999999
3,2,7,0.87442529,2.0999999,-2.6942999,1,254.306,0.70795
4,2,2,1.004824,-0.075999998,-1.12011,2,243.243,0.70795
4,4,11,0.80598336,4.7589998,-5.3600998,2,415.55399,0.70999998
3,3,2,0.81735581,3.431,-5.0932298,2,335.46799,0.72500002
8,8,18,0.85356396,-0.23,-3.8713,4,611.70001,0.73000002
7,7,13,0.85058743,2.835,-4.3770399,2,448.45599,0.73100001
3,4,6,0.88260132,1.571,-2.8666799,2,278.332,0.75858003
4,4,12,0.80011445,5.2010002,-5.87532,2,429.58099,0.80000001
3,3,8,0.98075259,2.3417599,-3.5416901,1,321.319,0.82999998
3,3,5,0.9588896,-0.077,-0.95653999,0,177.224,0.85114002
6,4,12,0.81432098,1.848,-4.0734701,3,437.496,0.95999998
3,2,3,0.928195,0.046999998,-0.95028001,1,203.26199,1
5,3,8,0.81931269,2.4960001,-3.5969901,2,362.42599,1
3,3,9,1.0385648,3.3596799,-4.2450299,1,371.32599,1.01
7,3,13,0.81184214,3.2897401,-4.5661602,3,498.57599,1.1
4,3,8,0.81244117,4.6279998,-7.2195902,5,500.61899,1.12
6,4,11,0.81615162,2.661,-3.8855901,3,437.496,1.2
5,5,13,0.8217696,4.0780001,-5.0312099,2,472.60599,1.3
5,4,8,0.83275557,0.442,-2.2258501,2,333.388,1.4
7,6,12,0.82783884,2.381,-4.0651698,3,467.522,1.4
5,3,5,0.85820597,0.039999999,-1.7108099,2,291.30701,1.5
4,5,7,0.81950766,1.638,-2.3003299,2,303.362,1.58489
3,3,6,0.90416372,0.89499998,-1.36008,0,205.278,1.58489
4,1,14,0.77508563,4.763,-6.7245202,4,526.633,1.6
5,3,12,0.81615162,1.7359999,-4.1564798,3,437.496,1.6
4,4,12,0.79636902,5.322,-5.83182,3,463.59799,1.6
3,3,11,0.8135317,5.3460002,-6.8631401,2,431.621,1.7
8,6,12,0.84567702,3.0780001,-7.2168002,5,569.57001,1.98
4,5,8,0.81076521,2.0799999,-2.8155501,2,317.38901,1.99526
3,3,2,0.82603145,2.9890001,-4.2645602,2,321.44101,2
4,2,11,0.82047719,4.8909998,-5.4348798,3,447.59598,2
6,3,17,0.8011179,4.4029999,-6.1420698,2,489.61298,2.2
5,4,8,0.84382373,0.32100001,-1.9559,1,299.371,2.3
3,2,5,0.9457466,0.064999998,-0.55194998,0,162.209,2.3988299
6,5,6,0.91971534,-0.65200001,-0.29532999,1,244.24699,2.3988299
7,5,11,0.83020777,2.5090001,-3.81337,3,453.495,2.4000001
7,5,13,0.8468231,2.01,-3.63463,1,385.461,2.4000001
4,4,12,0.79636902,5.322,-5.83182,3,463.59799,2.4000001
6,5,6,0.91971534,-0.65200001,-0.29532999,1,244.24699,2.4000001
4,2,2,1.004824,-0.075999998,-1.12011,2,243.243,2.5118899
8,7,18,0.84935337,1.941,-4.2267499,3,554.59998,2.5118899
7,5,13,0.87046558,1.232,-2.9211199,3,475.49799,2.5118899
4,3,7,0.91520405,-0.1,-1.5755,1,274.341,2.5704
4,3,5,0.82027584,0.61699998,-1.96931,1,236.271,2.5704
5,3,10,0.81192434,2.921,-3.9242001,2,376.453,2.5999999
3,2,9,0.79744011,4.362,-4.85429,2,363.522,2.8
5,5,14,0.8217696,4.1500001,-5.6581101,2,472.60599,2.8
4,4,13,0.79466659,5.6430001,-6.0770898,2,443.608,2.9000001
4,2,11,0.83460945,3.5090001,-4.2909498,2,393.504,2.9000001
3,3,10,0.81996256,5.4819999,-7.1932802,2,423.642,3
3,2,5,0.94498533,-0.34200001,-0.52333999,0,177.224,3.0199499
3,3,11,0.81425792,5.2140002,-7.44484,3,453.62698,3.0999999
4,2,2,0.95703042,0.54400003,-1.47939,2,258.298,3.1622801
5,3,11,0.8006267,2.7850001,-4.27214,3,436.508,3.2
4,4,12,0.80465156,5.0799999,-5.2919202,1,395.564,3.4000001
3,3,12,0.79170346,4.467,-5.5311399,2,428.59698,3.5
3,3,9,0.80231917,4.007,-4.6301398,2,357.474,3.5
3,3,11,0.79576117,3.721,-4.2463198,2,371.50101,3.5
3,2,9,0.79333633,4.4829998,-4.8107901,3,397.539,3.5999999
3,3,13,0.81271482,5.3969998,-6.6546602,1,411.63098,3.5999999
3,2,3,0.95602626,-0.39500001,-0.74851,1,189.235,3.7
5,5,8,0.82856292,1.571,-2.1637001,1,294.35098,3.7
3,3,10,0.79576117,4.0949998,-4.6916099,2,371.50101,3.8
3,3,10,0.79576117,4.0949998,-4.6916099,2,371.50101,4
3,3,9,0.80813873,3.5320001,-4.2198901,1,323.457,4
2,2,7,0.78146195,4.3850002,-4.2353301,1,266.405,4
3,3,12,0.79532933,4.3460002,-5.5746398,1,394.57999,4
3,3,10,0.83445263,4.2690001,-6.5388598,2,395.58798,4
5,4,8,0.83275557,0.442,-2.2258501,2,333.388,4.1999998
4,4,12,0.80011445,5.2010002,-5.2484198,2,429.58099,4.4000001
4,4,11,0.80598336,4.7589998,-5.3600998,2,415.55399,4.5
3,3,12,0.83858955,2.891,-4.1727099,1,384.565,4.5999999
4,2,11,0.87264001,3.289,-4.5847902,2,411.543,4.8000002
5,4,6,0.88969851,0.26499999,-0.36855999,1,243.25899,4.89779
5,4,6,0.88969851,0.26499999,-0.36855999,1,243.25899,4.9000001
