a_acc,a_don,b_rotN,density,logP(o/w),logS,rings,Weight,Activity_value
4,3,5,0.82027584,0.61699998,-1.96931,1,236.271,1
6,5,9,0.84590477,1.666,-2.3699701,1,314.38199,1
4,3,4,0.9508338,-0.57200003,-0.88516003,1,218.27699,1
4,2,2,0.95703042,-0.37400001,-1.1595401,2,258.298,1
4,2,2,1.004824,-0.075999998,-1.12011,2,243.243,1
3,3,9,0.80813873,3.5320001,-4.2198901,1,323.457,1
4,4,11,0.80598336,4.7589998,-5.3600998,2,415.55399,1
4,4,11,0.80598336,4.7589998,-5.3600998,2,415.55399,1
3,3,10,0.79576117,4.0949998,-4.6916099,2,371.50101,1
3,3,9,0.80813873,3.5320001,-4.2198901,1,323.457,1
3,3,9,0.80813873,3.5320001,-4.2198901,1,323.457,1
3,3,9,0.80813873,3.5320001,-4.2198901,1,323.457,1
4,4,12,0.79636902,5.322,-5.83182,3,463.59799,1
3,3,9,0.81658792,3.3340001,-4.0181198,1,309.42999,1
3,3,9,0.80813873,3.5320001,-4.2198901,1,323.457,1
3,3,10,0.79576117,4.0949998,-4.6916099,2,371.50101,1
3,3,12,0.79170346,4.467,-5.5311399,2,428.59698,1
2,2,7,0.78146195,4.3850002,-4.2353301,1,266.405,1
3,2,9,0.79744011,4.362,-4.85429,2,363.522,1
3,3,9,0.80231917,4.007,-4.6301398,2,357.474,1
4,4,13,0.79466659,5.6430001,-6.0770898,2,443.608,1
1,0,4,0.76233923,4.4819999,-4.7790599,2,248.39,1
4,4,12,0.80011445,5.2010002,-5.2484198,2,429.58099,1
4,4,12,0.80011445,5.2010002,-5.2484198,2,429.58099,1
4,4,12,0.80011445,5.2010002,-5.87532,2,429.58099,1
4,4,12,0.79636902,5.322,-5.83182,3,463.59799,1
3,3,11,0.79576117,3.721,-4.2463198,2,371.50101,1
3,2,9,0.79333633,4.4829998,-4.8107901,3,397.539,1
3,3,12,0.79532933,4.3460002,-5.5746398,1,394.57999,1
4,4,12,0.80465156,5.0799999,-5.2919202,1,395.564,1
6,5,7,0.87442333,2.2880001,-3.2224801,3,392.47598,1
10,10,21,0.86136067,-0.41600001,-3.2370901,3,629.71497,1
6,5,6,0.91971534,-0.65200001,-0.29532999,1,244.24699,1
6,5,6,0.90084904,-0.19,-0.62254,1,258.27399,1
3,2,4,0.90498012,0.68099999,-1.27749,1,217.289,1
5,4,6,0.88969851,0.26499999,-0.36855999,1,243.25899,1
3,2,4,0.88532102,1.215,-1.6047,1,231.31599,1
2,1,6,0.81910187,2.0599999,-3.05721,1,237.323,1
6,4,9,0.81979507,3.2579999,-4.1015601,3,411.45398,1
4,2,11,0.83460945,3.5090001,-4.2909498,2,393.504,1
5,4,9,0.85945147,2.904,-3.55141,2,365.44998,1
4,2,11,0.87264001,3.289,-4.5847902,2,411.543,1
6,4,9,0.84394646,2.096,-2.7021699,2,349.383,1
5,4,9,0.84054548,4.2859998,-4.6953402,3,419.54199,1
5,2,11,0.8074016,3.8347399,-4.58564,3,431.52899,1
5,2,11,0.80164123,3.6147399,-4.8411002,3,439.508,1
5,2,11,0.81989777,2.45274,-3.44171,2,377.43698,1
5,3,11,0.80053711,3.7739999,-4.20994,3,430.54498,1
5,2,11,0.83829176,2.904,-4.70365,3,463.595,1
4,2,11,0.81438309,4.671,-5.69034,3,455.57498,1
4,2,11,0.82047719,4.8909998,-5.4348798,3,447.59598,1
6,5,9,0.81926286,3.1689999,-3.4704001,3,402.491,1
4,2,6,0.87754416,1.465,-2.8117299,2,293.34299,1
4,2,6,0.85355288,1.923,-3.07497,2,321.397,1
6,1,16,0.78655559,5.3417401,-6.7463899,4,588.70099,1
4,2,6,0.86488622,1.835,-3.0135,2,307.37,1
2,0,5,0.80343801,2.2969999,-3.0791299,2,277.388,1
3,2,4,0.864259,1.755,-2.6154101,2,265.33301,1
4,2,8,0.87173676,1.978,-3.0488601,1,285.36398,1
3,2,4,0.85126865,1.8430001,-2.6768799,2,279.35999,1
8,5,11,0.82872194,2.6847401,-3.8266201,3,470.522,1
5,3,11,0.79504395,3.5539999,-4.4654002,3,438.52399,1
4,2,8,0.84591866,3.237,-4.9267402,2,335.42398,1
6,5,9,0.81256402,2.9489999,-3.7258601,3,410.47,1
6,5,9,0.81926286,2.8610001,-3.6643901,3,396.44299,1
4,1,13,0.78009325,4.1589999,-5.2049398,3,466.578,1
7,3,13,0.81184214,3.2897401,-4.5661602,3,498.57599,1
6,1,15,0.79720193,3.8947401,-5.3056998,3,526.63,1
1,0,3,0.79249895,2.217,-2.68104,2,235.351,1
4,3,6,0.84583718,3.0050001,-4.15166,3,390.504,1
5,3,11,0.80053711,3.4660001,-4.4039302,3,424.49698,1
6,3,8,0.82566494,5.2529998,-6.90762,4,422.91998,1
5,3,10,0.80053711,3.4000001,-4.3959198,3,424.49698,1
5,3,11,0.79504395,3.5539999,-4.4654002,3,438.52399,1
7,3,13,0.81184214,3.2897401,-4.5661602,3,498.57599,1
4,3,7,0.83845496,2.658,-4.05193,2,378.49298,1
6,2,16,0.81078434,5.4239998,-6.4225898,3,563.672,1
4,2,9,0.84722662,4.3099999,-6.0500898,3,429.561,1
5,3,11,0.8064574,3.332,-3.69472,3,416.51801,1
5,3,11,0.80053711,3.7739999,-4.20994,3,430.54498,1
6,3,12,0.86768317,3.5150001,-4.8510199,3,445.492,1
5,5,14,0.8217696,4.1500001,-5.6581101,2,472.60599,1
5,5,14,0.81597161,4.52,-5.5464301,2,486.633,1
3,3,7,0.84830421,1.8279999,-2.66047,1,267.349,1
5,5,15,0.81597161,4.6040001,-5.85988,2,486.633,1
5,5,13,0.8217696,4.0780001,-5.0312099,2,472.60599,1
3,1,7,0.8418954,3.546,-5.4716702,3,378.491,1
2,0,1,0.81330228,1.24,-3.0259199,3,231.25099,1
5,1,7,0.90151763,2.8789999,-6.8001299,4,519.66699,1
5,1,10,0.87037432,2.7379999,-6.9601302,4,541.64899,1
4,4,9,0.82825822,3.5899999,-5.3900099,4,438.548,1
4,3,6,0.82997805,3.7249999,-5.3492799,4,438.548,1
4,3,6,0.86170721,3.8239999,-4.5345402,3,394.56,1
3,3,8,0.84830421,1.2819999,-2.2151799,1,267.349,1
7,7,11,0.85961407,-0.001,-1.92149,3,431.49298,1
6,6,12,0.82637554,0.79500002,-2.35902,3,429.521,1
6,5,11,0.88026267,-0.28099999,-1.64729,2,382.48499,1
7,6,11,0.84120888,0.20299999,-2.4356201,3,401.46698,1
7,8,16,0.81225663,3.204,-3.9688101,3,494.59198,1
7,8,16,0.81225663,3.204,-3.9688101,3,494.59198,1
5,4,15,0.80114287,3.3959999,-4.7438998,2,468.54999,1
5,3,12,0.82077444,2.2490001,-3.36092,2,418.48999,1
5,5,15,0.80935198,3.5969999,-5.0338001,3,507.58698,1
7,7,11,0.87830234,0.82300001,-1.4856499,1,368.38599,1
6,6,11,0.83437985,2.3510001,-3.7254801,2,402.44699,1
6,7,11,0.85913956,1.332,-2.1375,2,391.42398,1
8,6,12,0.84567702,3.0780001,-7.2168002,5,569.57001,1
8,8,11,0.90281612,0.55000001,-1.1237,1,384.38498,1
7,6,11,0.82731158,4.4050002,-7.6163201,5,538.55597,1
6,6,11,0.82703513,2.789,-3.9272499,2,416.474,1
8,6,11,0.83789337,3.96,-7.2627501,5,566.56598,1
6,6,12,0.82024819,3.0910001,-4.2739801,2,428.48499,1
6,6,10,0.87122333,1.845,-2.9681599,2,408.39099,1
6,6,11,0.83437985,2.3900001,-3.7254801,2,402.44699,1
6,6,11,0.81074673,4.9380002,-7.6598902,5,524.573,1
5,4,0,0.93062687,1.497,-2.55884,3,260.20099,1
5,4,0,0.93062687,1.497,-2.55884,3,260.20099,1
3,2,7,0.86620957,3.221,-3.918,2,339.48001,1
3,2,8,0.85574937,3.309,-3.97947,2,353.50699,1
3,2,9,0.84624732,3.7509999,-4.1812401,2,367.534,1
3,2,7,0.84493172,4.48,-5.7958798,3,389.54001,1
3,2,7,0.84493172,4.441,-5.7958798,3,389.54001,1
3,2,9,0.82963532,4.4520001,-5.48383,2,395.58798,1
3,2,10,0.82233268,4.8940001,-5.6855998,2,409.61499,1
3,2,7,0.85574937,3.556,-4.3919201,2,353.50699,1
3,2,7,0.85574937,3.517,-4.3919201,2,353.50699,1
3,2,8,0.88736606,3.813,-4.9394002,2,385.573,1
3,2,8,0.82963532,4.7199998,-5.9375801,2,395.58798,1
3,2,8,0.82944906,5.1960001,-6.8659801,3,421.62601,1
3,2,8,0.83757758,4.3639998,-5.4223599,2,381.561,1
3,2,8,0.83757758,4.3639998,-5.4223599,2,381.561,1
3,3,9,0.91615355,2.447,-3.88586,1,331.43201,1
3,3,10,0.83500797,3.793,-5.6104598,1,369.54999,1
3,3,10,0.83445263,4.2690001,-6.5388598,2,395.58798,1
4,3,10,0.88287848,2.25,-3.6412599,1,343.46799,1
4,3,10,0.87936795,1.954,-3.9418099,1,338.452,1
3,3,11,0.82693434,4.513,-5.6242199,1,383.577,1
3,3,10,0.81996256,5.4819999,-7.1932802,2,423.642,1
3,3,10,0.8567704,2.2090001,-3.51829,1,356.51099,1
3,3,9,0.8762098,2.2939999,-3.5908799,1,313.44199,1
3,3,9,1.0173694,3.092,-4.6812701,1,392.33798,1
3,3,9,1.1341218,3.484,-4.5823998,1,439.33798,1
3,3,9,0.86429387,2.592,-4.0647998,1,327.46899,1
3,3,10,0.97483373,3.22876,-4.6474299,1,381.439,1
3,3,10,0.93817562,2.2290001,-4.3811102,1,358.439,1
3,3,10,0.89805543,2.8859999,-4.6122799,1,359.535,1
3,3,9,0.92944568,2.8859999,-4.32517,1,347.88699,1
3,3,10,0.84384584,3.437,-5.0952401,1,355.52301,1
3,3,10,0.83445263,4.2540002,-6.0172601,2,389.54001,1
5,3,10,0.94124341,1.492,-3.73157,1,391.53299,1
3,3,10,0.83500797,4.0710001,-5.4224501,1,369.54999,1
3,3,12,0.81952989,4.9549999,-6.1394401,1,397.604,1
3,3,10,0.85356188,3.0669999,-4.58002,1,341.496,1
3,3,11,0.84384584,3.5090001,-5.0952401,1,355.52301,1
4,3,11,0.98945779,3.69276,-4.78021,1,397.43799,1
4,3,11,0.87154716,2.5910001,-3.9684701,1,357.495,1
3,3,11,0.85024667,3.904,-5.37359,2,405.539,1
3,3,12,0.83858955,2.891,-4.1727099,1,384.565,1
3,3,11,0.81952989,4.8709998,-5.8259902,1,397.604,1
3,3,13,0.81271482,5.3969998,-6.6546602,1,411.63098,1
3,3,11,0.8135317,5.3460002,-6.8631401,2,431.621,1
3,3,10,0.82693434,4.6500001,-5.74966,1,383.577,1
3,3,8,0.98075259,2.3417599,-3.5416901,1,321.319,1
3,4,8,0.97332019,2.5427599,-3.8315899,2,360.35599,1
4,4,8,1.0090208,2.0337601,-3.17974,1,337.31799,1
5,5,13,0.92530042,3.1577599,-5.1816802,2,484.495,1
3,3,8,1.0215324,2.49476,-3.8366699,1,339.30899,1
3,3,9,1.0385648,3.3596799,-4.2450299,1,371.32599,1
6,7,15,0.83491677,4.1389999,-5.5373402,5,617.63898,1
7,7,20,0.87191379,6.3097601,-8.3990698,6,804.75897,1
7,7,20,0.81380504,7.335,-9.7688999,7,812.85999,1
7,7,19,0.82796651,5.086,-7.8070102,6,734.74597,1
6,7,19,0.80297422,6.8800001,-9.0389404,6,743.797,1
7,7,19,0.82796651,5.375,-7.3425202,6,736.76196,1
7,7,19,0.82796651,5.086,-7.8070102,6,734.74597,1
7,6,19,0.82333416,4.8850002,-7.5171099,5,695.70898,1
8,7,19,0.83595836,4.5770001,-7.15516,5,711.70801,1
4,3,6,0.88448411,2.7520001,-4.6207299,3,408.543,1
7,6,17,0.84185547,3.6389999,-5.5504599,4,621.62701,1
7,7,19,0.82796651,5.086,-7.8070102,6,734.74597,1
7,6,19,0.82333416,4.8850002,-7.5171099,5,695.70898,1
9,9,20,0.87130004,1.691,-4.5009799,4,703.79797,1
8,7,19,0.83595836,4.5770001,-7.15516,5,711.70801,1
14,8,43,0.82509053,3.0587399,-9.6935301,2,1174.4449,1
5,1,5,0.76987195,1.767,-2.1135001,5,420.561,1
6,7,15,0.83491677,4.1389999,-5.5373402,5,617.63898,1
8,8,16,0.89972234,-2.1459999,-1.8140301,1,498.47299,1
5,4,10,0.82385516,3.0999999,-4.84863,3,435.50098,1
6,5,12,0.84423828,1.704,-3.5980501,3,472.478,1
6,5,11,0.83311164,2.1730001,-3.38568,3,470.59698,1
6,5,11,0.83311164,2.1730001,-3.38568,3,470.59698,1
6,2,9,0.89676583,2.517,-3.89905,2,429.92499,1
3,2,5,0.79327345,3.2409999,-5.15938,3,320.34799,1
3,3,10,0.80237824,1.841,-2.86674,1,264.32498,1
7,6,8,0.90347254,1.097,-1.69883,2,376.38998,1
7,6,9,0.86845887,2.0179999,-2.68577,3,438.461,1
5,3,10,0.81931269,2.8529999,-3.223,2,368.474,1
4,2,7,0.75649679,8.4860001,-9.73139,6,514.62897,1
7,7,13,0.85003209,1.627,-2.94137,2,477.49799,1
8,8,13,0.86883187,1.319,-2.5794201,2,493.49698,1
7,7,15,0.86333644,1.592,-3.5996301,1,485.51801,1
8,8,15,0.87174433,1.405,-3.5076301,2,535.534,1
7,7,15,0.85444188,1.7130001,-3.86958,2,519.53497,1
4,2,6,0.78009111,5.4089999,-7.6321201,6,461.521,1
4,2,6,0.77588373,5.7069998,-8.10604,6,475.548,1
4,2,6,0.87838513,4.38376,-6.9472098,5,453.41998,1
9,8,10,0.93419623,-3.6867299,0.3116,1,303.315,1
5,2,10,0.85112959,1.862,-3.76597,2,427.56598,1
5,2,9,0.85755837,2.053,-3.9911399,3,439.577,1
5,2,9,0.85755837,1.4349999,-3.54585,3,439.577,1
10,8,11,0.98677206,-1.936,0.63032001,0,292.24399,1
8,6,19,0.8478772,0.86199999,-4.3492699,1,527.68298,1
3,2,4,0.88847256,-0.537,-0.20677,1,261.41699,1
8,6,15,0.88891846,5.8179998,-9.76968,6,815.07001,1
8,7,17,0.87563545,3.3469999,-5.3018498,3,606.64197,1
8,7,15,0.88937527,2.2909999,-4.5848598,3,578.58801,1
8,7,18,0.86933655,3.789,-5.81707,3,620.66901,1
8,7,16,0.88230383,2.905,-4.7866302,3,592.61499,1
4,1,6,1.011234,1.8117599,-3.0741501,3,407.31799,1
5,2,6,0.82368582,2.957,-7.11553,4,417.48898,1
4,2,6,0.91896349,4.0359998,-7.8703499,4,468.375,1
4,2,5,0.79824942,4.9299998,-8.6006804,5,437.52298,1
5,2,6,0.81201726,4.915,-8.9320297,5,465.53299,1
4,2,5,0.83574486,5.52,-9.3349705,5,471.96799,1
6,4,6,0.85210156,2.7809999,-6.7726598,4,419.461,1
4,2,4,0.81534106,3.276,-6.7768202,4,375.452,1
4,2,6,0.80235028,4.2309999,-7.3058,4,403.50598,1
5,2,5,0.83067352,3.253,-7.1714902,4,403.46201,1
5,2,6,0.80667865,5.2129998,-9.4059496,5,479.56,1
5,2,7,0.80162716,5.02,-8.5951004,5,481.57599,1
5,2,6,0.80676204,4.8860002,-8.6510601,5,467.54898,1
2,1,3,0.90620595,-0.68699998,-1.233,1,202.278,0
3,1,5,0.89941961,-0.60699999,-1.63109,1,244.315,0
3,1,10,0.76789546,2.789,-4.0745301,3,378.47198,0
3,1,4,0.83353508,2.6459999,-3.8388801,2,262.33301,0
2,1,3,0.88348418,3.405,-4.6394701,3,292.79001,0
4,3,2,0.94189411,-1.586,0.30507001,1,158.157,0
7,2,12,0.83402103,2.5,-7.0805502,5,581.58496,0
6,2,11,0.84999734,2.6600001,-7.32515,5,569.54901,0
5,3,13,0.86918122,3.82392,-7.7968102,4,594.01801,0
5,0,4,0.81747383,3.75912,-4.0992999,4,376.39499,0
7,0,7,0.80311221,3.05812,-4.11098,4,413.44098,0
10,12,24,0.86276621,0.11,-6.6528301,4,759.82098,0
4,3,7,0.8265956,4.4629998,-5.4744501,3,381.452,0
7,4,5,0.80938751,3.2449999,-4.6236501,4,363.42099,0
6,2,4,0.86816847,3.257,-6.07163,4,351.38998,0
6,1,9,0.77993411,2.8840001,-5.62886,4,422.52899,0
5,2,5,0.79183841,4.1170001,-5.9467301,4,377.444,0
3,0,4,0.7697401,4,-6.0367098,4,316.36398,0
6,2,4,0.79056299,2.829,-4.6104298,4,321.384,0
4,0,4,0.78888732,2.74,-6.0309901,4,317.35199,0
8,3,9,0.79483378,2.0120001,-4.3057799,4,408.50598,0
4,0,4,0.84573078,4.1290002,-7.3947101,4,365.41299,0
4,0,4,0.77239984,3.701,-5.9335098,4,335.40698,0
4,0,4,0.7546978,3.6600001,-5.6887598,4,348.44998,0
4,1,4,0.76423234,3.392,-5.5578098,4,334.423,0
4,5,5,0.91333205,-3.5387299,-0.00182,0,174.20399,0
2,2,1,1.0853189,0.89399999,-1.5873801,1,150.222,0
4,5,5,0.91333205,-3.5387299,-0.00182,0,174.20399,0
5,5,3,1.0479478,-3.8057301,0.84450001,0,133.103,0
6,5,7,0.88915038,0.66000003,-0.55671,1,283.28,0
